,eventID,year,longitude,latitude,magnitude
370026,10370027,2005,92.8249,13.4069,4.59
370039,10370040,2005,98.7615,24.9921,4.83
370046,10370047,2005,101.0495,27.4925,4.32
370062,10370063,2005,93.3204,13.541,4.21
370065,10370066,2005,93.4109,17.2254,3.87
370069,10370070,2005,93.2562,12.4407,4.96
370076,10370077,2005,91.7878,14.3932,4.32
370108,10370109,2005,92.9255,12.6306,3.76
370136,10370137,2005,91.2998,34.5054,4.21
370143,10370144,2005,92.2115,13.0916,3.65
370148,10370149,2005,92.9971,13.6858,4.56
370160,10370161,2005,95.4448,16.2213,4.65
370184,10370185,2005,95.5286,16.0596,3.98
370208,10370209,2005,92.0694,12.2244,4.09
370210,10370211,2005,97.5915,21.0478,3.51
370224,10370225,2005,93.1192,13.6127,3.98
370274,10370275,2005,93.2463,13.5378,4.89
370283,10370284,2005,93.0932,13.7334,3.65
370290,10370291,2005,92.724,13.2787,4.59
370304,10370305,2005,111.2839,36.2902,4.09
370310,10370311,2005,92.6839,16.5319,4.44
370330,10370331,2005,92.3444,12.8887,4.59
370341,10370342,2005,93.4766,13.7082,4.56
370355,10370356,2005,93.323,12.9217,4.21
370363,10370364,2005,92.4412,17.0083,4.21
370369,10370370,2005,91.8664,13.2967,3.98
370374,10370375,2005,92.7199,13.5089,3.86
370383,10370384,2005,92.5956,12.5691,4.71
370384,10370385,2005,93.487,13.8208,4.56
370391,10370392,2005,92.4166,32.5459,3.63
370400,10370401,2005,101.9908,32.4052,3.65
370403,10370404,2005,91.8591,12.5572,3.98
370423,10370424,2005,92.7669,13.5135,4.56
370430,10370431,2005,97.8996,20.8863,3.75
370458,10370459,2005,92.5272,13.5199,4.09
370459,10370460,2005,93.0375,13.8821,4.19
370467,10370468,2005,91.6788,14.3353,4.3
370478,10370479,2005,92.271,14.57,5.02
370479,10370480,2005,92.4155,14.5326,4.79
370480,10370481,2005,92.4392,14.4906,4.96
370483,10370484,2005,92.3367,15.0446,4.09
370485,10370486,2005,93.187,14.0982,4.89
370494,10370495,2005,92.417,14.8971,4.59
370495,10370496,2005,92.5724,14.5346,4.67
370496,10370497,2005,92.3534,14.6245,4.72
370505,10370506,2005,92.8733,13.6253,3.76
370519,10370520,2005,91.754,14.3132,4.09
370520,10370521,2005,92.2796,14.6183,5.02
370521,10370522,2005,92.9717,14.5182,3.98
370523,10370524,2005,92.2901,12.9874,4.44
370549,10370550,2005,93.9711,23.0568,3.54
370557,10370558,2005,94.5478,21.9183,4.32
370562,10370563,2005,93.5692,13.09,3.76
370563,10370564,2005,93.2043,13.674,3.65
370566,10370567,2005,92.1416,14.4418,4.56
370568,10370569,2005,94.0598,13.0634,3.65
370570,10370571,2005,92.1842,14.5371,3.98
370588,10370589,2005,93.6927,13.3211,3.98
370591,10370592,2005,92.3664,14.6255,5.54
370597,10370598,2005,92.5125,14.7648,4.44
370598,10370599,2005,92.09,14.3056,4.83
370602,10370603,2005,92.0595,14.9483,4.67
370606,10370607,2005,92.2406,14.5456,4.44
370619,10370620,2005,92.3201,14.5883,4.83
370633,10370634,2005,92.1389,12.9134,4.32
370636,10370637,2005,92.2659,13.071,4.32
370641,10370642,2005,93.7996,15.2072,4.71
370659,10370660,2005,92.4698,14.5695,4.83
370661,10370662,2005,92.0443,14.5223,4.32
370665,10370666,2005,93.2032,12.8994,4.21
370668,10370669,2005,92.2181,32.6419,4.09
370723,10370724,2005,92.5653,14.5468,4.99
370726,10370727,2005,92.1946,14.3845,5.14
370729,10370730,2005,93.171,14.442,4.21
370730,10370731,2005,93.2257,14.5586,4.83
370738,10370739,2005,92.2292,14.5465,4.83
370759,10370760,2005,92.9563,13.7238,5.14
370762,10370763,2005,93.9785,12.9423,4.83
370763,10370764,2005,91.3746,14.1488,4.19
370779,10370780,2005,93.001,14.3694,4.21
370794,10370795,2005,92.3306,13.1171,4.44
370799,10370800,2005,94.6039,22.9416,4.86
370801,10370802,2005,92.8547,13.581,4.44
370821,10370822,2005,92.8067,13.5404,4.65
370829,10370830,2005,91.4242,53.5751,3.98
370834,10370835,2005,92.9869,13.7073,4.09
370835,10370836,2005,94.2906,13.3956,4.09
370847,10370848,2005,104.9896,34.1864,3.65
370851,10370852,2005,93.226,14.0316,4.83
370863,10370864,2005,91.9155,12.868,4.32
370864,10370865,2005,92.5204,14.5494,3.98
370872,10370873,2005,91.9226,12.7586,5.02
370878,10370879,2005,92.7665,13.4619,4.32
370926,10370927,2005,93.1201,12.7069,4.21
370929,10370930,2005,92.1665,12.4386,3.98
370943,10370944,2005,94.2817,13.4795,4.96
370964,10370965,2005,92.9842,12.0419,4.67
370974,10370975,2005,93.902,12.9556,5.02
370980,10370981,2005,92.1096,13.2095,4.8
370981,10370982,2005,93.1495,13.8287,4.19
371030,10371031,2005,92.3675,14.5733,5.57
371038,10371039,2005,92.4952,13.056,5.02
371100,10371101,2005,92.7633,27.4108,3.4
371103,10371104,2005,92.8544,27.4149,3.63
371130,10371131,2005,92.6601,13.1624,3.86
371139,10371140,2005,92.8745,14.5753,4.32
371148,10371149,2005,92.7831,13.4143,4.71
371176,10371177,2005,92.2831,14.5725,4.32
371177,10371178,2005,92.2622,14.3747,4.96
371185,10371186,2005,102.4406,37.6705,3.54
371199,10371200,2005,92.8176,14.5117,5.54
371202,10371203,2005,92.1248,14.6945,3.98
371209,10371210,2005,92.4577,14.8336,4.09
371239,10371240,2005,92.9405,14.3217,4.32
371246,10371247,2005,92.7742,13.5297,4.83
371247,10371248,2005,92.1178,14.6257,4.32
371276,10371277,2005,93.3578,13.5462,3.4
371279,10371280,2005,93.0544,12.7139,3.98
371281,10371282,2005,93.0036,13.7114,5.08
371284,10371285,2005,93.1311,13.5312,3.51
371292,10371293,2005,92.6624,13.4452,4.32
371355,10371356,2005,95.8174,17.6648,4.53
371385,10371386,2005,96.6083,32.9974,3.63
371388,10371389,2005,92.1294,12.1117,3.63
371394,10371395,2005,91.9521,14.4632,4.46
371414,10371415,2005,92.4152,12.9118,4.32
371425,10371426,2005,92.5069,14.678,4.89
371455,10371456,2005,91.5035,12.1373,3.98
371460,10371461,2005,100.7303,22.4512,5.33
371485,10371486,2005,93.8686,20.2469,3.98
371498,10371499,2005,92.5555,13.5233,4.32
371537,10371538,2005,92.9397,13.7694,4.77
371538,10371539,2005,89.3521,34.3431,3.63
371657,10371658,2005,92.8011,13.3565,4.98
371778,10371779,2005,93.1884,13.2304,4.67
372028,10372029,2005,92.3857,12.9656,4.21
372087,10372088,2005,92.7074,13.2814,4.67
372105,10372106,2005,93.0917,13.7635,5.2
372114,10372115,2005,93.4061,13.9738,4.44
372313,10372314,2005,92.3695,12.0546,4.56
372320,10372321,2005,93.0332,13.1434,5.25
372411,10372412,2005,93.0871,13.7311,4.09
372451,10372452,2005,91.3286,12.2386,3.87
372454,10372455,2005,92.3539,12.3981,5.08
372478,10372479,2005,92.9229,13.3168,4.67
372486,10372487,2005,92.964,13.8935,5.07
372490,10372491,2005,92.9434,13.1999,5.14
372521,10372522,2005,92.827,13.333,4.79
372534,10372535,2005,88.2764,49.9086,4.89
372541,10372542,2005,92.6923,13.6604,4.32
372559,10372560,2005,92.1912,14.5752,5.08
372574,10372575,2005,92.4075,12.8354,4.89
372643,10372644,2005,95.5065,26.1542,4.91
372672,10372673,2005,92.8081,13.5654,4.89
372683,10372684,2005,92.7476,13.5794,4.83
372713,10372714,2005,93.576,13.8472,5.48
372714,10372715,2005,93.2628,13.7197,4.21
372739,10372740,2005,91.9321,13.3092,4.71
372742,10372743,2005,92.7766,13.4303,4.21
372750,10372751,2005,92.9601,13.8299,4.32
372758,10372759,2005,95.4867,31.1064,4.32
372760,10372761,2005,94.3351,22.9447,4.44
372773,10372774,2005,95.7302,19.772,4.78
372796,10372797,2005,92.7636,13.5585,4.71
372817,10372818,2005,92.8667,16.6848,4.44
372837,10372838,2005,92.3932,14.7751,4.56
372847,10372848,2005,92.2372,14.6145,4.56
372909,10372910,2005,93.6287,14.8346,4.67
372923,10372924,2005,108.245,30.3651,4.09
372962,10372963,2005,93.0049,13.8309,4.71
373049,10373050,2005,93.454,12.016,3.86
373058,10373059,2005,93.2575,12.975,4.77
373097,10373098,2005,93.0048,13.7534,4.77
373101,10373102,2005,92.529,13.1602,4.44
373107,10373108,2005,91.8851,14.3786,4.32
373121,10373122,2005,93.6225,14.8176,4.92
373132,10373133,2005,91.5804,12.9236,4.21
373138,10373139,2005,91.7183,12.9584,4.67
373150,10373151,2005,92.9383,13.4946,3.75
373159,10373160,2005,93.7836,14.709,4.09
373164,10373165,2005,93.0227,13.5643,4.67
373180,10373181,2005,92.376,24.5336,5.05
373186,10373187,2005,89.4343,47.6486,4.64
373188,10373189,2005,94.4474,24.4056,5.23
373199,10373200,2005,101.3306,27.612,4.32
373202,10373203,2005,110.4649,39.2824,3.51
373221,10373222,2005,93.0996,13.626,4.71
373232,10373233,2005,92.0342,12.5938,3.98
373238,10373239,2005,92.7659,13.5974,4.71
373260,10373261,2005,92.3255,13.1117,3.98
373301,10373302,2005,92.9004,13.732,4.32
373324,10373325,2005,92.1924,13.0105,4.32
373331,10373332,2005,91.6736,12.8821,3.98
373347,10373348,2005,91.5682,13.2705,4.77
373387,10373388,2005,103.8321,27.0841,4.32
373425,10373426,2005,92.5888,12.7247,3.86
373484,10373485,2005,91.148,13.7359,3.87
373493,10373494,2005,92.8262,13.4693,4.89
373497,10373498,2005,92.6047,13.2809,3.63
373532,10373533,2005,96.3492,25.1156,3.75
373542,10373543,2005,93.5053,21.1827,4.32
373543,10373544,2005,94.8029,25.4452,4.21
373571,10373572,2005,94.5404,23.5834,4.44
373576,10373577,2005,91.4802,13.2359,4.21
373620,10373621,2005,95.5923,46.2375,3.4
373657,10373658,2005,93.0847,13.7663,3.98
373667,10373668,2005,101.6783,52.4264,4.96
373689,10373690,2005,93.0867,13.7552,5.08
373699,10373700,2005,93.1073,13.7929,4.71
373742,10373743,2005,93.3024,14.0215,4.77
373758,10373759,2005,92.9593,13.0168,4.59
373789,10373790,2005,92.9655,13.7495,3.98
373819,10373820,2005,94.0004,12.2096,4.32
373860,10373861,2005,96.7283,24.348,3.65
373863,10373864,2005,92.5365,13.2967,4.09
373866,10373867,2005,93.2405,14.4739,3.63
373876,10373877,2005,107.8158,40.6109,4.59
373882,10373883,2005,93.4752,13.0055,4.32
373883,10373884,2005,92.9826,13.9194,4.59
373886,10373887,2005,91.603,25.3967,4.21
373950,10373951,2005,94.6939,23.107,3.98
373975,10373976,2005,99.8401,30.7361,3.75
373989,10373990,2005,96.4583,37.6113,3.51
374021,10374022,2005,92.6603,13.6469,3.98
374025,10374026,2005,94.6707,23.57,3.98
374113,10374114,2005,92.2654,14.4284,4.96
374122,10374123,2005,94.2192,20.9007,4.32
374133,10374134,2005,90.0529,13.53,4.09
374141,10374142,2005,92.2083,14.5578,4.32
374142,10374143,2005,93.1982,12.9609,3.98
374280,10374281,2005,99.0998,84.8995,5.31
374281,10374282,2005,95.7926,85.1389,4.32
374283,10374284,2005,98.782,85.018,6.26
374286,10374287,2005,98.9324,84.9193,5.02
374287,10374288,2005,99.3207,84.8846,5.02
374291,10374292,2005,99.3277,84.9388,5.16
374297,10374298,2005,98.6989,85.0002,4.65
374306,10374307,2005,96.6944,85.2211,4.09
374323,10374324,2005,92.9518,12.8479,3.63
374360,10374361,2005,100.1872,84.7767,4.28
374376,10374377,2005,99.9976,84.8444,4.71
374409,10374410,2005,93.0194,85.3149,4.59
374415,10374416,2005,93.2929,13.5294,3.44
374476,10374477,2005,93.1967,85.2437,5.49
374478,10374479,2005,90.4109,85.3593,4.65
374483,10374484,2005,93.81,85.3133,4.89
374487,10374488,2005,90.7216,85.2986,4.53
374489,10374490,2005,91.4159,85.3697,4.4
374495,10374496,2005,93.2405,85.2331,4.71
374533,10374534,2005,90.4891,27.571,4.34
374553,10374554,2005,108.8363,54.0137,4.83
374560,10374561,2005,94.5918,24.498,3.63
374576,10374577,2005,93.6573,13.5367,3.98
374587,10374588,2005,95.3294,21.2417,3.98
374588,10374589,2005,92.1007,14.3625,3.98
374625,10374626,2005,89.564,49.8627,4.19
374647,10374648,2005,92.2005,12.2075,4.21
374669,10374670,2005,95.6071,21.6365,3.87
374716,10374717,2005,99.0887,24.8673,4.83
374723,10374724,2005,94.1806,22.4607,3.33
374724,10374725,2005,92.3524,12.1708,4.96
374743,10374744,2005,90.8404,85.3537,4.77
374751,10374752,2005,89.7352,85.3359,4.4
374794,10374795,2005,91.7702,85.2308,5.07
374795,10374796,2005,91.0008,85.2166,5.0
374823,10374824,2005,92.4232,12.9827,4.53
374861,10374862,2005,93.1121,13.792,3.98
374862,10374863,2005,93.4716,14.6775,3.98
374881,10374882,2005,91.7329,85.2492,5.38
374907,10374908,2005,89.6366,34.8767,3.51
374908,10374909,2005,90.3327,85.2713,4.09
374920,10374921,2005,91.7808,13.002,4.53
374979,10374980,2005,110.2744,55.6693,3.76
374997,10374998,2005,92.5217,13.3258,3.65
375043,10375044,2005,92.4846,12.2594,5.14
375052,10375053,2005,104.3306,51.7279,4.77
375100,10375101,2005,92.4515,13.0119,5.0
375123,10375124,2005,100.191,26.4658,3.76
375145,10375146,2005,95.1798,26.0632,4.97
375147,10375148,2005,92.3295,32.5767,3.87
375151,10375152,2005,92.4106,12.2635,5.19
375240,10375241,2005,92.6061,13.3323,3.98
375241,10375242,2005,107.7928,40.8138,3.75
375264,10375265,2005,94.7682,25.4596,5.22
375265,10375266,2005,89.5803,35.6775,4.56
375273,10375274,2005,88.5583,31.3035,3.54
375290,10375291,2005,93.0995,12.7777,4.71
375294,10375295,2005,93.1579,12.7015,4.56
375306,10375307,2005,92.0601,14.3163,4.21
375317,10375318,2005,95.4712,18.2935,4.32
375328,10375329,2005,88.6393,47.3692,3.75
375370,10375371,2005,91.7737,12.9226,4.46
375386,10375387,2005,92.9977,16.0208,4.21
375395,10375396,2005,92.8357,44.8548,3.51
375460,10375461,2005,92.8192,13.4744,4.44
375703,10375704,2005,96.0389,17.2503,4.21
375873,10375874,2005,93.0078,16.1708,4.09
375941,10375942,2005,92.4018,12.3316,4.09
376052,10376053,2005,92.6919,13.2595,4.96
376082,10376083,2005,92.7402,13.0496,4.83
376106,10376107,2005,94.561,24.3354,3.4
376165,10376166,2005,99.3995,21.9743,3.44
376340,10376341,2005,93.4472,14.6773,4.65
376349,10376350,2005,93.3039,13.9912,4.4
376382,10376383,2005,92.2593,22.6128,4.34
376401,10376402,2005,95.1345,29.1448,3.98
376452,10376453,2005,91.9602,21.482,3.54
376453,10376454,2005,96.5837,37.2294,3.87
376484,10376485,2005,93.0774,17.8805,4.09
376499,10376500,2005,92.134,12.7586,3.76
376541,10376542,2005,92.9762,16.0713,4.56
376553,10376554,2005,92.9869,16.129,4.56
376652,10376653,2005,93.4598,15.045,3.76
376668,10376669,2005,93.5898,13.3248,3.98
376687,10376688,2005,93.0391,13.423,4.09
376725,10376726,2005,92.4357,13.1272,4.09
376737,10376738,2005,104.4597,33.9371,5.2
376801,10376802,2005,104.1613,44.434,4.16
376820,10376821,2005,100.5755,25.7748,3.65
377132,10377133,2005,93.0155,13.7777,4.32
377214,10377215,2005,94.055,22.423,4.67
377243,10377244,2005,91.765,12.7482,3.98
377252,10377253,2005,92.8203,13.4307,4.53
377340,10377341,2005,102.131,44.9718,3.65
377415,10377416,2005,92.743,13.6469,3.86
377418,10377419,2005,88.104,49.9748,3.98
377441,10377442,2005,93.9642,52.8703,3.86
377462,10377463,2005,91.9396,13.0077,4.67
377480,10377481,2005,92.4005,14.732,4.79
377487,10377488,2005,92.8429,12.2826,4.56
377539,10377540,2005,93.1014,13.8418,4.83
377574,10377575,2005,90.1065,51.3161,4.59
377659,10377660,2005,92.9382,16.0528,4.71
377662,10377663,2005,94.3991,23.6384,4.56
377664,10377665,2005,102.2189,25.5166,4.4
377672,10377673,2005,92.9161,16.1015,4.32
377674,10377675,2005,90.3922,13.1902,4.34
377676,10377677,2005,110.1693,55.625,4.16
377731,10377732,2005,94.3406,21.2535,3.76
377757,10377758,2005,90.4032,12.2197,3.65
377811,10377812,2005,93.9957,21.3955,3.98
377907,10377908,2005,92.0213,13.2997,4.56
377942,10377943,2005,88.188,50.045,3.75
377958,10377959,2005,91.2146,34.706,3.98
377975,10377976,2005,93.0304,12.8394,4.32
378108,10378109,2005,93.0077,13.7955,4.65
378138,10378139,2005,98.2508,51.1891,5.37
378140,10378141,2005,98.3178,51.2161,4.96
378151,10378152,2005,98.2227,36.7188,4.71
378167,10378168,2005,98.0955,36.8252,4.56
378192,10378193,2005,98.2689,51.0331,3.86
378202,10378203,2005,90.4967,26.1407,4.19
378289,10378290,2005,96.0798,26.5908,3.86
378294,10378295,2005,96.1912,15.7438,4.89
378370,10378371,2005,92.5366,12.1875,4.56
378375,10378376,2005,92.9567,15.9749,3.86
378396,10378397,2005,92.6756,23.3634,3.54
378410,10378411,2005,92.8002,13.5909,4.65
378427,10378428,2005,92.9973,16.0373,4.56
378433,10378434,2005,95.3042,24.4161,3.98
378441,10378442,2005,91.7144,13.2593,4.65
378465,10378466,2005,90.8626,25.6674,4.32
378520,10378521,2005,98.1416,85.0357,4.4
378523,10378524,2005,94.7296,22.5453,3.98
378635,10378636,2005,110.1226,55.6902,3.54
378645,10378646,2005,89.471,49.0651,4.53
378667,10378668,2005,93.395,25.3338,4.3
378702,10378703,2005,91.4817,12.4055,4.65
378771,10378772,2005,90.1346,30.0093,4.67
378795,10378796,2005,93.1251,15.9156,4.56
378803,10378804,2005,93.0795,15.9699,3.63
378807,10378808,2005,93.2284,12.8398,4.56
378831,10378832,2005,93.0092,15.9974,4.65
378832,10378833,2005,92.9508,16.0567,4.67
378847,10378848,2005,92.9195,16.0693,4.44
379041,10379042,2005,94.3648,13.3928,3.54
379154,10379155,2005,92.32,12.8501,4.21
379170,10379171,2005,93.222,13.9107,4.83
379221,10379222,2005,94.5995,24.2862,3.65
379296,10379297,2005,92.3207,32.5199,3.4
379348,10379349,2005,92.686,31.545,4.53
379353,10379354,2005,100.4039,37.7811,3.87
379451,10379452,2005,91.7377,12.9812,4.21
379460,10379461,2005,95.0919,17.5066,4.09
379471,10379472,2005,93.8413,14.3815,4.09
379568,10379569,2005,93.3217,12.6348,3.98
379641,10379642,2005,95.1937,12.1431,4.21
379662,10379663,2005,104.7154,36.9228,3.87
379667,10379668,2005,89.7993,35.5394,3.86
379698,10379699,2005,89.406,34.3044,4.65
379702,10379703,2005,93.0406,16.1038,4.44
379732,10379733,2005,89.2318,34.0815,4.28
379828,10379829,2005,92.1713,22.8073,4.53
379834,10379835,2005,92.9585,13.6745,4.59
379848,10379849,2005,93.2341,12.9178,4.65
379849,10379850,2005,96.9401,29.5623,3.65
379865,10379866,2005,100.5298,25.5297,3.44
379941,10379942,2005,95.6031,22.8838,4.44
379948,10379949,2005,92.5623,13.028,4.21
379970,10379971,2005,98.1583,51.0823,4.4
379972,10379973,2005,94.7998,12.315,4.09
380036,10380037,2005,92.5305,26.979,4.32
380043,10380044,2005,98.3117,51.2448,4.53
380045,10380046,2005,92.6067,12.7168,4.53
380102,10380103,2005,88.1772,31.5184,5.02
380121,10380122,2005,89.4599,35.5352,3.98
380177,10380178,2005,89.4532,35.6621,4.93
380195,10380196,2005,93.2034,13.8257,4.83
380213,10380214,2005,94.601,28.878,5.83
380292,10380293,2005,96.2836,25.1879,3.54
380299,10380300,2005,92.659,31.6383,4.32
380322,10380323,2005,94.0435,16.149,4.71
380323,10380324,2005,88.0734,33.3175,4.09
380414,10380415,2005,93.2632,14.4669,4.4
380420,10380421,2005,94.217,22.6027,4.19
380440,10380441,2005,102.1323,32.9002,4.28
380446,10380447,2005,94.8679,24.5966,3.22
380466,10380467,2005,107.978,40.7225,3.54
380479,10380480,2005,94.9303,12.3368,4.86
380484,10380485,2005,110.6035,39.4466,4.09
380487,10380488,2005,93.2385,12.7945,4.71
380488,10380489,2005,93.2925,13.2585,4.52
380522,10380523,2005,93.3352,12.9749,3.75
380576,10380577,2005,93.3262,12.9335,3.76
380647,10380648,2005,93.8951,45.0897,4.53
380670,10380671,2005,94.8863,35.846,4.09
380687,10380688,2005,94.7342,12.1709,4.67
380688,10380689,2005,94.7386,12.2198,4.79
380721,10380722,2005,95.9778,26.4585,4.09
380740,10380741,2005,89.8332,34.4791,4.4
380745,10380746,2005,92.6188,12.8938,3.86
380781,10380782,2005,92.6701,13.5418,4.65
380853,10380854,2005,95.6472,26.0239,5.02
380871,10380872,2005,92.0696,33.4221,4.71
380950,10380951,2005,92.3928,12.1739,4.56
380964,10380965,2005,92.8689,13.5646,4.56
381011,10381012,2005,103.1674,43.7713,4.83
381146,10381147,2005,92.4884,12.127,4.09
381161,10381162,2005,92.7426,13.4652,4.67
381175,10381176,2005,92.1143,12.9586,3.98
381232,10381233,2005,106.506,41.4158,3.98
381254,10381255,2005,94.5056,22.5369,4.44
381329,10381330,2005,99.5593,24.7423,3.98
381335,10381336,2005,95.8519,24.9203,3.44
381394,10381395,2005,101.3109,29.3478,3.98
381416,10381417,2005,93.0762,26.5672,4.32
381430,10381431,2005,96.0693,25.8595,3.98
381486,10381487,2005,89.6206,34.1937,4.4
381601,10381602,2005,92.3144,12.0273,4.32
381634,10381635,2005,90.9514,52.2537,4.53
381659,10381660,2005,98.4336,37.3016,3.87
381804,10381805,2005,95.9834,28.807,4.4
381820,10381821,2005,93.5597,13.8282,5.14
381948,10381949,2005,103.5272,24.0274,4.46
381950,10381951,2005,93.7346,32.3512,4.09
382029,10382030,2005,97.1719,26.9498,4.59
382031,10382032,2005,91.7774,14.3666,4.3
382096,10382097,2005,93.6059,22.8179,3.87
382121,10382122,2005,92.9109,13.6615,4.44
382124,10382125,2005,92.7465,13.5888,4.65
382251,10382252,2005,94.1791,22.1289,4.09
382349,10382350,2005,92.7783,25.3643,4.16
382350,10382351,2005,92.7391,44.8581,4.4
382375,10382376,2005,93.3535,13.0465,5.02
382415,10382416,2005,94.3349,20.0036,3.86
382423,10382424,2005,93.3409,12.7271,4.59
382451,10382452,2005,98.3248,23.9937,4.09
382465,10382466,2005,94.9771,21.0259,4.98
382469,10382470,2005,93.4036,26.456,5.02
382475,10382476,2005,98.178,84.938,4.44
382515,10382516,2005,93.6235,14.8485,4.83
382563,10382564,2005,104.1896,23.4021,4.34
382588,10382589,2005,95.2002,26.5983,3.87
382600,10382601,2005,103.9825,31.1664,3.65
382604,10382605,2005,109.1188,43.1112,5.07
382608,10382609,2005,109.0688,43.0438,4.19
382610,10382611,2005,108.9905,43.0514,5.21
382629,10382630,2005,92.0524,22.9837,4.77
382633,10382634,2005,91.9033,23.0192,4.21
382634,10382635,2005,110.793,83.8332,4.28
382674,10382675,2005,93.2932,12.983,4.77
382700,10382701,2005,93.3115,12.6318,4.56
382711,10382712,2005,99.7127,26.1889,3.65
382716,10382717,2005,92.8988,22.7895,3.54
382739,10382740,2005,92.5648,16.4875,3.98
382772,10382773,2005,94.0023,44.949,3.65
382774,10382775,2005,93.8943,44.9677,3.75
382824,10382825,2005,89.309,35.2263,3.75
382888,10382889,2005,104.1853,42.5762,5.14
382902,10382903,2005,91.4169,23.19,4.46
382915,10382916,2005,101.1902,27.2081,4.22
382937,10382938,2005,95.3394,12.0237,4.83
382979,10382980,2005,95.108,24.5978,3.65
383181,10383182,2005,93.2968,12.9968,4.53
383239,10383240,2005,93.1697,13.8806,4.77
383241,10383242,2005,92.0797,12.6379,3.65
383269,10383270,2005,96.4298,25.8983,3.76
383381,10383382,2005,91.7668,12.8633,4.56
383432,10383433,2005,95.3156,20.3849,4.32
383434,10383435,2005,96.4316,20.1072,4.46
383442,10383443,2005,102.7712,26.431,5.2
383443,10383444,2005,103.0664,26.5157,3.87
383444,10383445,2005,103.0102,26.568,5.26
383456,10383457,2005,92.5455,27.5595,3.87
383461,10383462,2005,102.9491,26.5037,4.46
383471,10383472,2005,97.5848,85.2061,5.49
383564,10383565,2005,91.0874,13.8761,4.41
383585,10383586,2005,92.3074,17.8515,4.67
383633,10383634,2005,92.9786,13.6927,4.09
383653,10383654,2005,93.2339,13.6085,4.79
383733,10383734,2005,94.036,22.4874,4.09
383860,10383861,2005,92.5002,13.1789,5.08
383913,10383914,2005,89.5298,49.3575,3.87
383932,10383933,2005,101.4908,30.4589,3.54
383976,10383977,2005,93.8159,22.6555,4.4
383999,10384000,2005,100.306,21.0507,4.53
384028,10384029,2005,93.1541,13.1395,4.59
384056,10384057,2005,93.8699,21.8275,4.56
384096,10384097,2005,95.1814,22.4751,3.65
384101,10384102,2005,88.0857,31.2773,4.93
384103,10384104,2005,88.0249,31.0977,4.44
384104,10384105,2005,102.9229,26.101,4.09
384131,10384132,2005,92.3108,13.0903,4.56
384171,10384172,2005,88.0125,50.0598,4.7
384200,10384201,2005,96.1436,17.2304,4.44
384221,10384222,2005,93.1043,14.2234,4.77
384281,10384282,2005,94.0816,23.4356,3.86
384332,10384333,2005,92.438,15.9617,4.56
384485,10384486,2005,95.7476,17.1931,5.14
384486,10384487,2005,97.6957,33.48,4.65
384493,10384494,2005,92.373,16.2737,4.53
384584,10384585,2005,94.5102,25.2392,3.65
384649,10384650,2005,93.9965,23.8247,3.75
384706,10384707,2005,94.7363,12.0136,4.09
384753,10384754,2005,93.9761,24.2642,3.44
384769,10384770,2005,92.3808,12.9414,4.21
384807,10384808,2005,103.8379,27.2928,4.96
384877,10384878,2005,103.6792,38.4065,4.56
384911,10384912,2005,92.7262,13.4534,4.21
384970,10384971,2005,98.8022,36.6944,4.34
385037,10385038,2005,96.2042,26.9855,4.52
385105,10385106,2005,92.9361,35.9795,5.02
385150,10385151,2005,90.3735,25.713,4.21
385251,10385252,2005,98.9318,36.8661,4.09
385316,10385317,2005,95.5787,37.1811,4.09
385344,10385345,2005,97.8522,20.906,4.46
385379,10385380,2005,94.721,24.582,5.66
385387,10385388,2005,93.4009,32.6773,3.63
385388,10385389,2005,91.1749,20.5267,4.46
385435,10385436,2005,105.6907,28.8353,3.76
385438,10385439,2005,105.8185,28.7137,4.44
385562,10385563,2005,92.7236,13.5861,4.77
385794,10385795,2005,96.8386,27.0313,3.87
385871,10385872,2005,102.2844,22.3742,4.65
386122,10386123,2005,106.6184,35.2399,4.19
386160,10386161,2005,92.2577,12.9589,4.46
386202,10386203,2005,92.4528,12.8321,4.32
386208,10386209,2005,92.6694,13.3699,4.21
386222,10386223,2005,93.1234,12.2044,4.56
386248,10386249,2005,96.0151,14.1784,4.19
386249,10386250,2005,95.9771,14.368,4.44
386268,10386269,2005,92.9016,13.7111,4.77
386280,10386281,2005,99.8211,39.1601,3.98
386286,10386287,2005,98.736,24.7368,3.65
386290,10386291,2005,98.7297,24.8209,4.4
386359,10386360,2005,93.2681,12.9977,4.21
386372,10386373,2005,92.8545,34.7161,4.84
386373,10386374,2005,96.1174,15.6834,4.83
386747,10386748,2005,95.3156,25.2172,3.98
386752,10386753,2005,95.5817,25.941,3.51
386780,10386781,2005,94.6798,12.1318,4.21
386897,10386898,2005,92.3714,12.376,4.77
387010,10387011,2005,95.4317,24.5753,3.86
387040,10387041,2005,93.1157,51.4691,4.59
387102,10387103,2005,93.2379,12.877,3.98
387155,10387156,2005,95.3393,32.772,4.16
387253,10387254,2005,92.9094,13.6025,4.21
387378,10387379,2005,95.5322,19.0078,5.14
387432,10387433,2005,93.1422,12.9186,3.86
387443,10387444,2005,103.1174,37.6175,3.98
387448,10387449,2005,95.0983,12.3761,4.77
387455,10387456,2005,96.662,25.8643,5.14
387459,10387460,2005,95.0605,12.2332,4.56
387595,10387596,2005,93.2356,12.9527,4.56
387616,10387617,2005,92.4295,12.275,4.09
387623,10387624,2005,92.8962,13.515,4.71
387624,10387625,2005,92.093,38.1006,4.46
